"","tag_code","state","date_time","pathway"
"4777","3D9.1BF18E6BC0","mainstem, BON to MCN",2007-07-20 02:36:09,"BON (adult)"
"4778","3D9.1BF18E6BC0","mainstem, mouth to BON",NA,"implicit"
"4779","3D9.1BF18E6BC0","mainstem, BON to MCN",2007-07-20 22:19:51,"BON (adult)"
"4780","3D9.1BF18E6BC0","mainstem, MCN to ICH or PRA",2007-07-30 09:49:17,"MCN (adult)"
"4781","3D9.1BF18E6BC0","mainstem, BON to MCN",NA,"implicit"
"4782","3D9.1BF18E6BC0","mainstem, MCN to ICH or PRA",2007-07-30 22:24:57,"MCN (adult)"
"4783","3D9.1BF18E6BC0","mainstem, PRA to RIS",2007-08-10 08:00:47,"PRA (adult)"
"4784","3D9.1BF18E6BC0","mainstem, RIS to RRE",2007-08-16 03:03:03,"RIS (adult)"
"4785","3D9.1BF18E6BC0","mainstem, RRE to WEL",2007-08-17 21:59:47,"RRE (adult)"
"4786","3D9.1BF18E6BC0","mainstem, upstream of WEL",2007-08-20 12:35:42,"WEL (adult)"
"4787","3D9.1BF18E73BE","mainstem, BON to MCN",2006-08-15 06:49:35,"BON (adult)"
"4788","3D9.1BF18E73BE","mainstem, MCN to ICH or PRA",2006-08-22 05:40:37,"MCN (adult)"
"4789","3D9.1BF18E73BE","mainstem, PRA to RIS",2006-08-30 02:04:52,"PRA (adult)"
"4790","3D9.1BF18E73BE","mainstem, RIS to RRE",2006-09-05 00:11:46,"RIS (adult)"
"4791","3D9.1BF18E73BE","mainstem, RRE to WEL",2006-09-07 05:12:00,"RRE (adult)"
"4792","3D9.1BF18E73BE","mainstem, upstream of WEL",2006-09-09 00:06:43,"WEL (adult)"
"...4793","3D9.1BF18E73BE","mainstem, RRE to WEL",NA,"implicit"
"...4794","3D9.1BF18E73BE","mainstem, RIS to RRE",NA,"implicit"
"...4795","3D9.1BF18E73BE","mainstem, PRA to RIS",NA,"implicit"
"...4796","3D9.1BF18E73BE","mainstem, MCN to ICH or PRA",NA,"implicit"
"4797","3D9.1BF18E73BE","mainstem, BON to MCN",2007-05-15 10:29:38,"BON_MCN_inriver"
"4798","3D9.1BF18E796B","mainstem, BON to MCN",2007-06-30 10:02:54,"BON (adult)"
"4799","3D9.1BF18E796B","mainstem, MCN to ICH or PRA",2007-07-09 11:52:35,"MCN (adult)"
"4800","3D9.1BF18E796B","mainstem, PRA to RIS",2007-07-20 08:33:55,"PRA (adult)"
"4801","3D9.1BF18E796B","mainstem, RIS to RRE",2007-07-26 09:04:58,"RIS (adult)"
"4802","3D9.1BF18E796B","mainstem, RRE to WEL",2007-07-30 07:43:15,"RRE (adult)"
"4803","3D9.1BF18E796B","mainstem, upstream of WEL",2007-08-04 10:26:16,"WEL (adult)"
"4804","3D9.1BF18E80F5","mainstem, BON to MCN",2006-08-15 02:04:47,"BON (adult)"
"4805","3D9.1BF18E80F5","mainstem, MCN to ICH or PRA",2006-09-13 20:59:21,"MCN (adult)"
"4806","3D9.1BF18E80F5","mainstem, PRA to RIS",2006-09-18 10:42:37,"PRA (adult)"
"4807","3D9.1BF18E80F5","mainstem, RIS to RRE",2006-09-21 00:52:22,"RIS (adult)"
"4808","3D9.1BF18E80F5","mainstem, RRE to WEL",2006-09-22 02:01:56,"RRE (adult)"
"4809","3D9.1BF18E80F5","mainstem, upstream of WEL",2006-09-24 01:35:08,"WEL (adult)"
"...4810","3D9.1BF18E80F5","mainstem, RRE to WEL",NA,"implicit"
"...4811","3D9.1BF18E80F5","mainstem, RIS to RRE",NA,"implicit"
"...4812","3D9.1BF18E80F5","mainstem, PRA to RIS",NA,"implicit"
"...4813","3D9.1BF18E80F5","mainstem, MCN to ICH or PRA",NA,"implicit"
"4814","3D9.1BF18E80F5","mainstem, BON to MCN",2007-05-20 18:51:51,"MCN_fallback_arrays"
"4815","3D9.1BF18E9C55","mainstem, BON to MCN",2006-08-04 22:31:26,"BON (adult)"
"4816","3D9.1BF18E9C55","mainstem, mouth to BON",NA,"implicit"
"4817","3D9.1BF18E9C55","mainstem, BON to MCN",2006-08-05 08:13:30,"BON (adult)"
"4818","3D9.1BF18E9C55","mainstem, MCN to ICH or PRA",2006-09-09 11:22:50,"MCN (adult)"
"4819","3D9.1BF18E9C55","mainstem, PRA to RIS",2006-09-14 06:46:21,"PRA (adult)"
"4820","3D9.1BF18E9C55","mainstem, RIS to RRE",2006-09-16 16:05:07,"RIS (adult)"
"4821","3D9.1BF18E9C55","mainstem, RRE to WEL",2006-09-18 07:31:37,"RRE (adult)"
"4822","3D9.1BF18E9C55","mainstem, upstream of WEL",2006-09-20 05:23:08,"WEL (adult)"
"...4823","3D9.1BF18E9C55","mainstem, RRE to WEL",NA,"implicit"
"...4824","3D9.1BF18E9C55","mainstem, RIS to RRE",NA,"implicit"
"...4825","3D9.1BF18E9C55","mainstem, PRA to RIS",NA,"implicit"
"...4826","3D9.1BF18E9C55","mainstem, MCN to ICH or PRA",NA,"implicit"
"...4827","3D9.1BF18E9C55","mainstem, BON to MCN",NA,"implicit"
"4828","3D9.1BF18E9C55","mainstem, mouth to BON",2007-06-01 03:38:35,"BON_fallback_arrays"
"4829","3D9.1BF190376F","mainstem, BON to MCN",2009-05-14 04:56:45,"BON (adult)"
"4830","3D9.1BF190376F","mainstem, mouth to BON",NA,"implicit"
"4831","3D9.1BF190376F","mainstem, BON to MCN",2010-07-18 05:03:56,"BON (adult)"
"4832","3D9.1BF190376F","BON to MCN other tributaries",2010-07-19 15:58:50,"BON_MCN_other_trib_sites"
"4834","3D9.1BF192738B","mainstem, BON to MCN",2006-07-13 02:01:51,"BON (adult)"
"4835","3D9.1BF1927F60","mainstem, BON to MCN",2005-07-22 11:32:04,"BON (adult)"
"4836","3D9.1BF1927F60","mainstem, MCN to ICH or PRA",2005-07-30 08:59:19,"MCN (adult)"
"4837","3D9.1BF1927F60","mainstem, PRA to RIS",2005-08-06 10:08:34,"PRA (adult)"
"4838","3D9.1BF1927F60","mainstem, RIS to RRE",2005-08-10 06:34:53,"RIS (adult)"
"...4839","3D9.1BF1927F60","mainstem, RRE to WEL",NA,"implicit"
"4840","3D9.1BF1927F60","mainstem, upstream of WEL",2005-09-20 02:37:42,"WEL (adult)"
"4841","3D9.1BF192965F","mainstem, BON to MCN",2005-08-15 01:12:40,"BON (adult)"
"4842","3D9.1BF192965F","mainstem, MCN to ICH or PRA",2005-08-28 23:10:52,"MCN (adult)"
"4843","3D9.1BF192965F","mainstem, PRA to RIS",2005-09-02 03:45:34,"PRA (adult)"
"4844","3D9.1BF192965F","mainstem, RIS to RRE",2005-09-13 18:00:30,"RIS (adult)"
"...4845","3D9.1BF192965F","mainstem, RRE to WEL",NA,"implicit"
"4846","3D9.1BF192965F","mainstem, upstream of WEL",2005-09-16 12:15:48,"WEL (adult)"
"4847","3D9.1BF192A467","mainstem, BON to MCN",2006-06-30 00:37:01,"BON (adult)"
"4848","3D9.1BF192A467","mainstem, MCN to ICH or PRA",2006-07-09 03:40:56,"MCN (adult)"
"4849","3D9.1BF192A467","mainstem, PRA to RIS",2006-07-21 07:32:42,"PRA (adult)"
"4850","3D9.1BF192A467","mainstem, RIS to RRE",2006-07-25 08:44:41,"RIS (adult)"
"4851","3D9.1BF192A467","mainstem, RRE to WEL",2006-07-29 05:03:50,"RRE (adult)"
"4852","3D9.1BF192A467","mainstem, upstream of WEL",2006-08-05 10:08:58,"WEL (adult)"
"...4853","3D9.1BF192A467","mainstem, RRE to WEL",NA,"implicit"
"...4854","3D9.1BF192A467","mainstem, RIS to RRE",NA,"implicit"
"...4855","3D9.1BF192A467","mainstem, PRA to RIS",NA,"implicit"
"...4856","3D9.1BF192A467","mainstem, MCN to ICH or PRA",NA,"implicit"
"4857","3D9.1BF192A467","mainstem, BON to MCN",2007-05-07 04:06:55,"MCN_fallback_arrays"
"4858","3D9.1BF192AF72","mainstem, BON to MCN",2005-07-22 06:28:06,"BON (adult)"
"4859","3D9.1BF192B5ED","mainstem, BON to MCN",2005-08-15 03:39:35,"BON (adult)"
"4860","3D9.1BF192BBD5","mainstem, BON to MCN",2005-09-17 03:37:30,"BON (adult)"
"4861","3D9.1BF192BBD5","mainstem, MCN to ICH or PRA",2005-09-22 23:24:43,"MCN (adult)"
"4862","3D9.1BF192BBD5","mainstem, PRA to RIS",2005-09-27 05:04:41,"PRA (adult)"
"4863","3D9.1BF192BBD5","mainstem, RIS to RRE",2005-09-30 03:56:37,"RIS (adult)"
"...4864","3D9.1BF192BBD5","mainstem, RRE to WEL",NA,"implicit"
"4865","3D9.1BF192BBD5","mainstem, upstream of WEL",2005-10-03 05:48:11,"WEL (adult)"
"4866","3D9.1BF192C2B6","mainstem, BON to MCN",2006-08-21 07:31:34,"BON (adult)"
"4867","3D9.1BF192CC0E","mainstem, BON to MCN",2005-07-29 13:44:39,"BON (adult)"
"4868","3D9.1BF192CC0E","mainstem, mouth to BON",NA,"implicit"
"4869","3D9.1BF192CC0E","mainstem, BON to MCN",2005-07-29 21:54:30,"BON (adult)"
"4870","3D9.1BF192DE7D","mainstem, BON to MCN",2005-08-14 06:33:38,"BON (adult)"
"4871","3D9.1BF192DE7D","mainstem, MCN to ICH or PRA",2005-09-18 02:50:35,"MCN (adult)"
"4872","3D9.1BF192DE7D","mainstem, PRA to RIS",2005-09-22 01:09:39,"PRA (adult)"
"4873","3D9.1BF192DE7D","mainstem, RIS to RRE",2005-09-25 12:03:52,"RIS (adult)"
"...4874","3D9.1BF192DE7D","mainstem, RRE to WEL",NA,"implicit"
"4875","3D9.1BF192DE7D","mainstem, upstream of WEL",2005-09-28 18:27:23,"WEL (adult)"
"4876","3D9.1BF192ECBB","mainstem, BON to MCN",2005-08-26 03:56:39,"BON (adult)"
"4877","3D9.1BF192ECBB","mainstem, MCN to ICH or PRA",2005-09-04 03:42:54,"MCN (adult)"
"4878","3D9.1BF192FEE7","mainstem, BON to MCN",2005-08-13 08:57:01,"BON (adult)"
"4879","3D9.1BF192FEE7","mainstem, MCN to ICH or PRA",2005-09-05 22:54:01,"MCN (adult)"
"4880","3D9.1BF192FEE7","mainstem, PRA to RIS",2005-09-11 00:07:38,"PRA (adult)"
"4881","3D9.1BF192FEE7","mainstem, RIS to RRE",2005-09-14 01:53:35,"RIS (adult)"
"...4882","3D9.1BF192FEE7","mainstem, RRE to WEL",NA,"implicit"
"4883","3D9.1BF192FEE7","mainstem, upstream of WEL",2005-09-18 10:49:07,"WEL (adult)"
"4884","3D9.1BF19311D9","mainstem, BON to MCN",2006-07-09 07:52:37,"BON (adult)"
"4885","3D9.1BF19311D9","mainstem, MCN to ICH or PRA",2006-07-28 11:15:10,"MCN (adult)"
"4886","3D9.1BF19311D9","mainstem, PRA to RIS",2006-08-05 09:19:30,"PRA (adult)"
"4887","3D9.1BF19311D9","mainstem, RIS to RRE",2006-08-10 05:14:19,"RIS (adult)"
"4888","3D9.1BF19311D9","mainstem, RRE to WEL",2006-08-12 03:13:59,"RRE (adult)"
"4889","3D9.1BF19311D9","mainstem, upstream of WEL",2006-09-26 09:27:09,"WEL (adult)"
"4890","3D9.1BF1935644","mainstem, BON to MCN",2006-07-28 08:41:41,"BON (adult)"
"4891","3D9.1BF1935644","mainstem, MCN to ICH or PRA",2006-09-15 10:18:24,"MCN (adult)"
"4892","3D9.1BF1935644","mainstem, PRA to RIS",2006-09-20 08:23:05,"PRA (adult)"
"4893","3D9.1BF1935644","mainstem, RIS to RRE",2006-09-28 06:10:12,"RIS (adult)"
"4894","3D9.1BF193DEAB","mainstem, BON to MCN",2006-08-12 09:15:37,"BON (adult)"
"4895","3D9.1BF193DEAB","mainstem, MCN to ICH or PRA",2006-08-22 01:36:37,"MCN (adult)"
"4896","3D9.1BF193DEAB","mainstem, PRA to RIS",2006-08-27 09:05:14,"PRA (adult)"
"...4897","3D9.1BF193DEAB","mainstem, RIS to RRE",NA,"implicit"
"4898","3D9.1BF193DEAB","mainstem, RRE to WEL",2006-09-03 10:41:56,"RRE (adult)"
"4899","3D9.1BF193DEAB","mainstem, upstream of WEL",2006-09-06 08:23:07,"WEL (adult)"
"4900","3D9.1BF193DEAB","mainstem, RRE to WEL",NA,"implicit"
"4901","3D9.1BF193DEAB","mainstem, upstream of WEL",2006-09-07 01:39:27,"WEL (adult)"
"4902","3D9.1BF1943EF1","mainstem, BON to MCN",2006-08-26 03:57:34,"BON (adult)"
"4903","3D9.1BF1943EF1","mainstem, MCN to ICH or PRA",2006-09-20 23:58:03,"MCN (adult)"
"4904","3D9.1BF1943EF1","mainstem, PRA to RIS",2006-09-24 18:35:32,"PRA (adult)"
"4905","3D9.1BF1943EF1","mainstem, RIS to RRE",2006-09-27 01:44:12,"RIS (adult)"
"4906","3D9.1BF1943EF1","mainstem, RRE to WEL",2006-09-28 00:40:01,"RRE (adult)"
"4907","3D9.1BF1943EF1","mainstem, upstream of WEL",2006-09-29 11:00:13,"WEL (adult)"
"4908","3D9.1BF19448CE","mainstem, BON to MCN",2005-07-17 06:07:13,"BON (adult)"
"4909","3D9.1BF19448CE","mainstem, MCN to ICH or PRA",2005-07-23 11:50:24,"MCN (adult)"
"4910","3D9.1BF19448CE","mainstem, PRA to RIS",2005-07-29 21:46:07,"PRA (adult)"
"4911","3D9.1BF19448CE","mainstem, RIS to RRE",2005-08-01 19:54:45,"RIS (adult)"
"...4912","3D9.1BF19448CE","mainstem, RRE to WEL",NA,"implicit"
"4913","3D9.1BF19448CE","mainstem, upstream of WEL",2005-08-05 04:24:58,"WEL (adult)"
"4914","3D9.1BF194559F","mainstem, BON to MCN",2006-07-03 09:15:16,"BON (adult)"
"4915","3D9.1BF194559F","mainstem, mouth to BON",NA,"implicit"
"4916","3D9.1BF194559F","mainstem, BON to MCN",2006-07-04 00:37:42,"BON (adult)"
"4917","3D9.1BF194559F","mainstem, MCN to ICH or PRA",2006-07-12 10:10:32,"MCN (adult)"
"4918","3D9.1BF194559F","mainstem, PRA to RIS",2006-07-22 02:02:31,"PRA (adult)"
"4919","3D9.1BF194559F","mainstem, RIS to RRE",2006-07-26 00:31:31,"RIS (adult)"
"4920","3D9.1BF194559F","mainstem, RRE to WEL",2006-07-27 10:54:15,"RRE (adult)"
"4921","3D9.1BF194559F","mainstem, upstream of WEL",2006-07-31 07:29:43,"WEL (adult)"
"4922","3D9.1BF1949B5B","mainstem, BON to MCN",2005-08-06 10:12:44,"BON (adult)"
"4923","3D9.1BF194B883","mainstem, BON to MCN",2006-08-02 04:33:26,"BON (adult)"
"4924","3D9.1BF194D16C","mainstem, BON to MCN",2006-08-21 01:26:12,"BON (adult)"
"4925","3D9.1BF194D16C","mainstem, MCN to ICH or PRA",2006-09-01 03:44:45,"MCN (adult)"
"4926","3D9.1BF194D16C","mainstem, PRA to RIS",2006-09-05 22:50:07,"PRA (adult)"
"4927","3D9.1BF194D16C","mainstem, RIS to RRE",2006-09-09 06:55:19,"RIS (adult)"
"4928","3D9.1BF194D16C","mainstem, RRE to WEL",2006-09-11 05:16:32,"RRE (adult)"
"4929","3D9.1BF194D16C","mainstem, upstream of WEL",2006-09-13 11:24:22,"WEL (adult)"
"4930","3D9.1BF194E7C7","mainstem, BON to MCN",2005-07-17 09:11:49,"BON (adult)"
"4931","3D9.1BF194E7C7","mainstem, MCN to ICH or PRA",2005-07-26 12:26:32,"MCN (adult)"
"4932","3D9.1BF194E7C7","mainstem, BON to MCN",NA,"implicit"
"4933","3D9.1BF194E7C7","mainstem, MCN to ICH or PRA",2005-07-26 21:44:20,"MCN (adult)"
"4934","3D9.1BF194E7C7","mainstem, PRA to RIS",2005-08-03 06:08:17,"PRA (adult)"
"4935","3D9.1BF194E7C7","mainstem, RIS to RRE",2005-08-08 07:30:18,"RIS (adult)"
"...4936","3D9.1BF194E7C7","mainstem, RRE to WEL",NA,"implicit"
"4937","3D9.1BF194E7C7","mainstem, upstream of WEL",2005-08-12 05:57:27,"WEL (adult)"
"4938","3D9.1BF194F411","mainstem, BON to MCN",2006-06-29 03:13:36,"BON (adult)"
"4939","3D9.1BF194F411","mainstem, MCN to ICH or PRA",2006-07-08 09:28:40,"MCN (adult)"
"4940","3D9.1BF194F411","mainstem, PRA to RIS",2006-07-16 07:59:45,"PRA (adult)"
"4941","3D9.1BF194F411","mainstem, RIS to RRE",2006-07-19 03:42:53,"RIS (adult)"
"4942","3D9.1BF194F411","mainstem, RRE to WEL",2006-07-20 12:25:37,"RRE (adult)"
"4943","3D9.1BF194F411","mainstem, upstream of WEL",2006-07-25 09:27:39,"WEL (adult)"
"4944","3D9.1BF194FAF5","mainstem, BON to MCN",2005-07-24 02:15:54,"BON (adult)"
"4945","3D9.1BF1950C50","mainstem, BON to MCN",2005-08-03 01:08:02,"BON (adult)"
"4946","3D9.1BF1950C50","mainstem, MCN to ICH or PRA",2005-08-12 09:36:04,"MCN (adult)"
"4947","3D9.1BF1950C50","mainstem, PRA to RIS",2005-08-21 11:21:42,"PRA (adult)"
"4948","3D9.1BF1950C50","mainstem, RIS to RRE",2005-08-25 08:46:28,"RIS (adult)"
"...4949","3D9.1BF1950C50","mainstem, RRE to WEL",NA,"implicit"
"4950","3D9.1BF1950C50","mainstem, upstream of WEL",2005-09-04 04:32:25,"WEL (adult)"
"4951","3D9.1BF1958802","mainstem, BON to MCN",2006-08-10 11:26:35,"BON (adult)"
"4952","3D9.1BF1958802","mainstem, mouth to BON",NA,"implicit"
"4953","3D9.1BF1958802","mainstem, BON to MCN",2006-08-10 22:10:59,"BON (adult)"
"4954","3D9.1BF1958802","mainstem, MCN to ICH or PRA",2006-08-18 15:32:09,"MCN (adult)"
"4955","3D9.1BF1958802","mainstem, PRA to RIS",2006-08-24 08:07:29,"PRA (adult)"
"4956","3D9.1BF1958802","mainstem, RIS to RRE",2006-08-27 11:29:29,"RIS (adult)"
"4957","3D9.1BF1958802","mainstem, RRE to WEL",2006-08-28 19:26:56,"RRE (adult)"
"4958","3D9.1BF1958802","mainstem, upstream of WEL",2006-09-21 09:29:05,"WEL (adult)"
"4959","3D9.1BF1958802","mainstem, RRE to WEL",NA,"implicit"
"4960","3D9.1BF1958802","mainstem, upstream of WEL",2006-09-23 05:38:47,"WEL (adult)"
"4961","3D9.1BF1959871","mainstem, BON to MCN",2006-07-31 01:01:21,"BON (adult)"
"4962","3D9.1BF1959871","mainstem, MCN to ICH or PRA",2006-08-24 03:23:49,"MCN (adult)"
"4963","3D9.1BF1959871","mainstem, PRA to RIS",2006-08-30 09:00:00,"PRA (adult)"
"4964","3D9.1BF1959871","mainstem, RIS to RRE",2006-09-02 20:53:31,"RIS (adult)"
"4965","3D9.1BF1959871","mainstem, RRE to WEL",2006-09-09 05:02:57,"RRE (adult)"
"4966","3D9.1BF1959871","mainstem, upstream of WEL",2006-09-11 10:02:35,"WEL (adult)"
"4967","3D9.1BF1994F32","mainstem, BON to MCN",2006-08-12 21:38:27,"BON (adult)"
"4968","3D9.1BF19969F9","mainstem, BON to MCN",2006-08-09 08:40:37,"BON (adult)"
"4969","3D9.1BF19969F9","mainstem, MCN to ICH or PRA",2006-09-17 00:00:06,"MCN (adult)"
"...4970","3D9.1BF19969F9","mainstem, PRA to RIS",NA,"implicit"
"4971","3D9.1BF19969F9","mainstem, RIS to RRE",2006-09-28 09:06:44,"RIS (adult)"
"4972","3D9.1BF19969F9","mainstem, RRE to WEL",2006-09-29 17:12:24,"RRE (adult)"
"4973","3D9.1BF19969F9","mainstem, RIS to RRE",NA,"implicit"
"4974","3D9.1BF19969F9","mainstem, RRE to WEL",2006-11-08 14:17:57,"RRE (adult)"
"4975","3D9.1BF1997908","mainstem, BON to MCN",2006-08-03 02:08:27,"BON (adult)"
"4976","3D9.1BF1997908","mainstem, MCN to ICH or PRA",2006-08-18 06:00:34,"MCN (adult)"
"4977","3D9.1BF1999B4F","mainstem, BON to MCN",2005-07-25 00:32:02,"BON (adult)"
"4978","3D9.1BF1999B4F","mainstem, MCN to ICH or PRA",2005-09-11 04:22:43,"MCN (adult)"
"4979","3D9.1BF1999B4F","mainstem, PRA to RIS",2005-09-18 06:06:05,"PRA (adult)"
"4980","3D9.1BF1999B4F","mainstem, RIS to RRE",2005-09-21 00:09:30,"RIS (adult)"
"...4981","3D9.1BF1999B4F","mainstem, RRE to WEL",NA,"implicit"
"4982","3D9.1BF1999B4F","mainstem, upstream of WEL",2005-09-26 01:32:35,"WEL (adult)"
"4983","3D9.1BF199C3B4","mainstem, BON to MCN",2006-09-18 10:36:25,"BON (adult)"
"4984","3D9.1BF199C3B4","mainstem, MCN to ICH or PRA",2006-09-28 08:25:04,"MCN (adult)"
"4985","3D9.1BF199C3B4","mainstem, PRA to RIS",2006-10-05 01:20:32,"PRA (adult)"
"4986","3D9.1BF199C3B4","mainstem, RIS to RRE",2006-10-08 08:49:48,"RIS (adult)"
"4987","3D9.1BF199C3B4","mainstem, RRE to WEL",2006-10-09 08:53:09,"RRE (adult)"
"4988","3D9.1BF199C3B4","mainstem, upstream of WEL",2006-10-12 08:24:19,"WEL (adult)"
"...4989","3D9.1BF199C3B4","mainstem, RRE to WEL",NA,"implicit"
"...4990","3D9.1BF199C3B4","mainstem, RIS to RRE",NA,"implicit"
"...4991","3D9.1BF199C3B4","mainstem, PRA to RIS",NA,"implicit"
"...4992","3D9.1BF199C3B4","mainstem, MCN to ICH or PRA",NA,"implicit"
"...4993","3D9.1BF199C3B4","mainstem, BON to MCN",NA,"implicit"
"4994","3D9.1BF199C3B4","mainstem, mouth to BON",2007-06-01 05:33:55,"BON_fallback_arrays"
"4995","3D9.1BF19A08E5","mainstem, BON to MCN",2006-07-12 06:56:30,"BON (adult)"
"4996","3D9.1BF19A08E5","mainstem, MCN to ICH or PRA",2006-07-19 01:00:49,"MCN (adult)"
"4997","3D9.1BF19A08E5","mainstem, PRA to RIS",2006-07-26 02:28:19,"PRA (adult)"
"...4998","3D9.1BF19A08E5","mainstem, RIS to RRE",NA,"implicit"
"4999","3D9.1BF19A08E5","mainstem, RRE to WEL",2006-08-17 04:54:04,"RRE (adult)"
"5000","3D9.1BF19A08E5","mainstem, upstream of WEL",2006-09-01 08:53:32,"WEL (adult)"
"5001","3D9.1BF19A35E8","mainstem, BON to MCN",2006-07-21 07:28:48,"BON (adult)"
"5002","3D9.1BF19A35E8","mainstem, MCN to ICH or PRA",2006-09-09 20:42:48,"MCN (adult)"
"5003","3D9.1BF19A35E8","mainstem, PRA to RIS",2006-09-14 08:24:46,"PRA (adult)"
"5004","3D9.1BF19A35E8","mainstem, RIS to RRE",2006-09-17 18:52:14,"RIS (adult)"
"5005","3D9.1BF19A35E8","mainstem, RRE to WEL",2006-09-19 09:52:08,"RRE (adult)"
"5006","3D9.1BF19A35E8","mainstem, upstream of WEL",2006-09-24 12:28:54,"WEL (adult)"
"5007","3D9.1BF19A4874","mainstem, BON to MCN",2006-08-15 00:46:03,"BON (adult)"
"5008","3D9.1BF19A4874","mainstem, MCN to ICH or PRA",2006-08-22 09:10:47,"MCN (adult)"
"5009","3D9.1BF19A4874","mainstem, PRA to RIS",2006-08-30 03:57:50,"PRA (adult)"
"5010","3D9.1BF19A4874","mainstem, RIS to RRE",2006-09-04 03:59:15,"RIS (adult)"
"5011","3D9.1BF19A4874","mainstem, RRE to WEL",2006-09-06 02:16:06,"RRE (adult)"
"5012","3D9.1BF19A4874","mainstem, upstream of WEL",2006-09-08 11:03:58,"WEL (adult)"
"5013","3D9.1BF19B43AC","mainstem, BON to MCN",2005-08-01 04:37:36,"BON (adult)"
"5014","3D9.1BF19B43AC","mainstem, MCN to ICH or PRA",2005-08-12 03:17:30,"MCN (adult)"
"5015","3D9.1BF19B43AC","mainstem, PRA to RIS",2005-08-17 02:51:52,"PRA (adult)"
"5016","3D9.1BF19B43AC","mainstem, RIS to RRE",2005-08-20 04:07:56,"RIS (adult)"
"...5017","3D9.1BF19B43AC","mainstem, RRE to WEL",NA,"implicit"
"5018","3D9.1BF19B43AC","mainstem, upstream of WEL",2005-09-30 03:05:25,"WEL (adult)"
"5019","3D9.1BF19B6E7C","mainstem, BON to MCN",2006-08-31 11:23:32,"BON (adult)"
"5020","3D9.1BF19B6E7C","mainstem, MCN to ICH or PRA",2006-09-29 02:04:18,"MCN (adult)"
"5021","3D9.1BF19B6E7C","mainstem, PRA to RIS",2006-10-03 22:59:31,"PRA (adult)"
"5022","3D9.1BF19B6E7C","mainstem, MCN to ICH or PRA",NA,"implicit"
"5023","3D9.1BF19B6E7C","mainstem, PRA to RIS",2006-10-05 01:26:26,"PRA (adult)"
"5024","3D9.1BF19B6E7C","mainstem, RIS to RRE",2006-10-07 15:59:01,"RIS (adult)"
"5025","3D9.1BF19B6E7C","mainstem, RRE to WEL",2006-10-08 10:58:34,"RRE (adult)"
"5026","3D9.1BF19B6E7C","mainstem, upstream of WEL",2006-10-10 18:25:32,"WEL (adult)"
"5027","3D9.1BF19B95D8","mainstem, BON to MCN",2006-07-30 11:24:59,"BON (adult)"
"5028","3D9.1BF19B95D8","mainstem, mouth to BON",NA,"implicit"
"5029","3D9.1BF19B95D8","mainstem, BON to MCN",2006-07-30 21:59:43,"BON (adult)"
"5030","3D9.1BF19B95D8","mainstem, MCN to ICH or PRA",2006-09-14 02:10:58,"MCN (adult)"
"5031","3D9.1BF19B95D8","mainstem, PRA to RIS",2006-09-18 00:17:05,"PRA (adult)"
"5032","3D9.1BF19B95D8","mainstem, RIS to RRE",2006-09-21 04:07:06,"RIS (adult)"
"5033","3D9.1BF19B95D8","mainstem, RRE to WEL",2006-09-22 06:20:35,"RRE (adult)"
"5034","3D9.1BF19B95D8","mainstem, upstream of WEL",2006-09-25 03:11:54,"WEL (adult)"
"5035","3D9.1BF19BC460","mainstem, BON to MCN",2006-08-01 01:11:10,"BON (adult)"
"5036","3D9.1BF19BC460","mainstem, MCN to ICH or PRA",2006-08-29 22:29:36,"MCN (adult)"
"5037","3D9.1BF19BC460","mainstem, PRA to RIS",2006-09-02 08:46:04,"PRA (adult)"
"5038","3D9.1BF19BC460","mainstem, RIS to RRE",2006-09-05 22:24:25,"RIS (adult)"
"5039","3D9.1BF19BC460","mainstem, RRE to WEL",2006-09-07 09:07:34,"RRE (adult)"
"5040","3D9.1BF19BC460","mainstem, upstream of WEL",2006-09-09 10:56:28,"WEL (adult)"
"5041","3D9.1BF19BE045","mainstem, BON to MCN",2005-08-01 12:10:01,"BON (adult)"
"5042","3D9.1BF19BE045","mainstem, mouth to BON",NA,"implicit"
"5043","3D9.1BF19BE045","mainstem, BON to MCN",2005-08-01 22:03:54,"BON (adult)"
"5044","3D9.1BF19BE045","mainstem, MCN to ICH or PRA",2005-09-20 08:40:18,"MCN (adult)"
"5045","3D9.1BF19BE045","mainstem, PRA to RIS",2005-09-25 10:57:03,"PRA (adult)"
"5046","3D9.1BF19BE045","mainstem, RIS to RRE",2005-09-30 00:28:24,"RIS (adult)"
"...5047","3D9.1BF19BE045","mainstem, RRE to WEL",NA,"implicit"
"5048","3D9.1BF19BE045","mainstem, upstream of WEL",2005-10-04 16:20:35,"WEL (adult)"
"5049","3D9.1BF19C60E7","mainstem, BON to MCN",2005-09-04 09:13:46,"BON (adult)"
"5050","3D9.1BF19C60E7","mainstem, MCN to ICH or PRA",2005-09-20 09:49:13,"MCN (adult)"
"5051","3D9.1BF19C60E7","mainstem, PRA to RIS",2005-09-27 08:01:48,"PRA (adult)"
"5052","3D9.1BF19C60E7","mainstem, RIS to RRE",2005-10-01 00:02:00,"RIS (adult)"
"5053","3D9.1BF19C7BCD","mainstem, BON to MCN",2006-08-14 09:18:19,"BON (adult)"
"5054","3D9.1BF19C7BCD","mainstem, MCN to ICH or PRA",2006-08-23 00:08:50,"MCN (adult)"
