mrr_code|mrr_rkm|mrr_name|mrr_type|mrr_typedesc|mrr_huc8|mrr_huc8name|mrr_huc6|mrr_huc6name
SULFUC|522.303.319.150|Sulphur Creek, Middle Fork Salmon River|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
BOUNDC|522.303.319.154|Boundary Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
DAGGEC|522.303.319.155|Dagger Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
FALLC|522.303.319.163|Fall Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
BEARVC|522.303.319.170|Bear Valley Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
MARSHC|522.303.319.170|Marsh Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
MARTR2|522.303.319.170.008|Lower Marsh Creek Trap at rkm 8|Trap or Weir|Juvenile or adult fish trap or weir.|17060205|Upper Middle Fork Salmon|170602|Salmon
BEAVC|522.303.319.170.009|Beaver Creek, tributary to Marsh Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
CAPEHC|522.303.319.170.010|Capehorn Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
MARTRP|522.303.319.170.011|Marsh Creek Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060205|Upper Middle Fork Salmon|170602|Salmon
ELKC|522.303.319.170.014|Elk Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
KNAPPC|522.303.319.170.015|Knapp Creek|River|Entire river or stream.|17060205|Upper Middle Fork Salmon|170602|Salmon
PANTHC|522.303.338|Panther Creek (Salmon River)|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
MUSCRC|522.303.338.047|Musgrove Creek, trib. to Panther Creek, Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
MOYERC|522.303.338.047|Moyer Creek, trib. to Panther Creek, Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
SALRNF|522.303.381|North Fork Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
NFSTRP|522.303.381.001|North Fork Salmon River Rotary Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060203|Middle Salmon-Panther|170602|Salmon
4JUL2C|522.303.385|Fourth Of July Creek - tributary to Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
TOWERC|522.303.394|Tower Creek - tributary to Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
CARMEC|522.303.408|Carmen Creek - tributary to Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
LEMHIR|522.303.416|Lemhi River|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
LLRTP|522.303.416.007|Lower Lemhi River Rotary Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060204|Lemhi|170602|Salmon
BOHANC|522.303.416.017|Bohannon Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BOHEFC|522.303.416.017.007|East Fork Bohannon Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
WIMPYC|522.303.416.020|Wimpey Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
WITHGC|522.303.416.021|Withington Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
PRATTC|522.303.416.023|Pratt Creek - tributary to Lemhi River|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
HAYNSC|522.303.416.026|Haynes Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
KENYC|522.303.416.029|Kenney Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
PATTEC|522.303.416.037|Pattee Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
AGNCYC|522.303.416.039|Agency Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
COW2C|522.303.416.039.008|Cow Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
FLUMEC|522.303.416.039.014|Flume Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
MCDEVC|522.303.416.042|McDevitt Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
LEMTRP|522.303.416.049|Upper Lemhi River Rotary Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060204|Lemhi|170602|Salmon
LEMHIW|522.303.416.049|Lemhi River Weir|Trap or Weir|Juvenile or adult fish trap or weir.|17060204|Lemhi|170602|Salmon
HAYDNC|522.303.416.049|Hayden Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
HYDTRP|522.303.416.049.001|Hayden Creek Rotary Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060204|Lemhi|170602|Salmon
BASINC|522.303.416.049.006|Basin Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
TRAILC|522.303.416.049.006.007|Trail Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BVAL2C|522.303.416.049.014|Bear Valley Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BUCK4C|522.303.416.049.014.003|Buck Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
WRIGTC|522.303.416.049.014.004|Wright Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
HAYDEF|522.303.416.049.015|East Fork Hayden Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
YRIANC|522.303.416.057|Yearian Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
LLSPRC|522.303.416.066|Lemhi Little Springs Creek|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
MILL5C|522.303.416.066|Mill Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BIG8MC|522.303.416.073|Big Eightmile Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
LIT8MC|522.303.416.073|Little Eightmile Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BIGSPC|522.303.416.077|Big Springs Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
LEEC|522.303.416.079|Lee Creek - tributary to Lemhi River|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BTIMBC|522.303.416.089|Big Timber Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
LTIMBC|522.303.416.089.007|Little Timber Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BASN2C|522.303.416.089.012|Basin Creek, upper Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
CANY2C|522.303.416.090|Canyon Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
CRUIKS|522.303.416.090.014|Cruikshank Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
WILDCC|522.303.416.090.014.003|Wildcat Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
18MILC|522.303.416.092|Eighteenmile Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
TEXASC|522.303.416.092|Texas Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
HAWLYC|522.303.416.092.004|Hawley Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
RESVRC|522.303.416.092.019|Reservoir Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
BIGB2C|522.303.416.092.019|Big Bear Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
QKASPC|522.303.416.092.021|Quaking Asp Creek, Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
DEERC|522.303.416.092.022|Deer Creek, upper Lemhi River Basin|River|Entire river or stream.|17060204|Lemhi|170602|Salmon
IRONC|522.303.461|Iron Creek - tributary to Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
POISNC|522.303.462|Poison Creek, tributary to Salmon River|River|Entire river or stream.|17060203|Middle Salmon-Panther|170602|Salmon
PAHSIR|522.303.489|Pahsimeroi River|River|Entire river or stream.|17060202|Pahsimeroi|170602|Salmon
PAHTRP|522.303.489.002|Pahsimeroi River Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060202|Pahsimeroi|170602|Salmon
PAHSIW|522.303.489.002|Pahsimeroi Weir|Trap or Weir|Juvenile or adult fish trap or weir.|17060202|Pahsimeroi|170602|Salmon
PAHP|522.303.489.011|Pahsimeroi Pond|Acclimation Pond|Acclimation pond or facility.|17060202|Pahsimeroi|170602|Salmon
PAHH|522.303.489.011|Pahsimeroi Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17060202|Pahsimeroi|170602|Salmon
CHALLC|522.303.510|Challis Creek - tributary to Salmon River|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
SALREF|522.303.552|East Fork Salmon River|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
HERDC|522.303.552.014|Herd Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
SALEFT|522.303.552.029|East Fork Salmon River Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060201|Upper Salmon|170602|Salmon
SALEFW|522.303.552.030|East Fork Salmon River Weir (Archaic - use SALEFT)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17060201|Upper Salmon|170602|Salmon
SQAW2C|522.303.564|Squaw Creek, Salmon River|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
SQUAWP|522.303.564.001|Squaw Creek Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17060201|Upper Salmon|170602|Salmon
SLAT2C|522.303.576|Slate Creek, upper Salmon River|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
YANKFK|522.303.591|Yankee Fork Salmon River|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
YANKWF|522.303.591.011|West Fork Yankee Fork Salmon River|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
BASN3C|522.303.604|Basin Creek, Salmon River Basin|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
VALEYC|522.303.609|Valley Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
STANLE|522.303.609|Stanley; Gage 2945 (Archaic - use SALR4)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17060201|Upper Salmon|170602|Salmon
STANLC|522.303.609.009|Stanley Lake Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
ELK3C|522.303.609.017|Elk Creek, trib. to Valley Creek, Salmon River|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
REDFLC|522.303.615|Redfish Lake Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
RLCTRP|522.303.615.003|Redfish Lake Creek Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060201|Upper Salmon|170602|Salmon
REDFL|522.303.615.005|Redfish Lake|Other|Other physical or geographical feature.|17060201|Upper Salmon|170602|Salmon
SAWTRP|522.303.617|Sawtooth Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060201|Upper Salmon|170602|Salmon
SAWT|522.303.617|Sawtooth Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17060201|Upper Salmon|170602|Salmon
GOLDC|522.303.621|Gold Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
WILLIC|522.303.622|Williams Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
HUCKLC|522.303.624|Huckleberry Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
DECKEC|522.303.624.001|Decker Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
FISHEC|522.303.628|Fisher Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
4JULYC|522.303.630|Fourth of July Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
CHAMPC|522.303.631|Champion Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
HELLRC|522.303.631|Hell Roaring Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
ALTULC|522.303.633|Alturas Lake Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
YELLLC|522.303.633.001|Yellowbelly Lake Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
PETTLC|522.303.633.002|Pettit Lake Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
PETTL|522.303.633.002.002|Pettit Lake|Other|Other physical or geographical feature.|17060201|Upper Salmon|170602|Salmon
VATC|522.303.633.003|Vat Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
ALTURL|522.303.633.011|Alturas Lake|Other|Other physical or geographical feature.|17060201|Upper Salmon|170602|Salmon
BEAVEC|522.303.642|Beaver Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
POLEC|522.303.642|Pole Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
SMILEC|522.303.644|Smiley Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
FRENCC|522.303.647|Frenchman Creek|River|Entire river or stream.|17060201|Upper Salmon|170602|Salmon
IMNAHR|522.308|Imnaha River|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
COWCR|522.308.006|Cow Creek, Imnaha River Basin|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
IMNTRP|522.308.007|Imnaha Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060102|Imnaha|170601|Lower Snake
LITNGC|522.308.008|Lightning Creek, Imnaha River|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
HORS3C|522.308.018|Horse Creek, Imnaha River Basin|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
BSHEEC|522.308.032|Big Sheep Creek|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
CAMP4C|522.308.032.002|Camp Creek, tributary to Big Sheep Creek, Imnaha drainage|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
LSHEEC|522.308.032.005|Little Sheep Creek, tributary to Big Sheep Creek, Imnaha drainage|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
LSHEEF|522.308.032.005.008|Little Sheep Facility|Acclimation Pond|Acclimation pond or facility.|17060102|Imnaha|170601|Lower Snake
MCCULC|522.308.032.005.033|McCully Creek, tributary to Little Sheep Creek, Imnaha drainage|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
CANALC|522.308.032.005.039|Canal Creek, tributary to Little Sheep Creek, Imnaha drainage|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
REDMOC|522.308.032.005.040|Redmont Creek, tributary to Little Sheep Creek, Imnaha drainage|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
LICK2C|522.308.032.051|Lick Creek, tributary to Big Sheep Creek, Imnaha drainage|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
SALTC|522.308.032.053|Salt Creek, tributary to Big Sheep Creek, Imnaha drainage|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
FREEZC|522.308.059|Freezeout Creek - tributary to Imnaha River|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
GROS2C|522.308.066|Grouse Creek, tributary to Imnaha River|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
CRAZYC|522.308.080|Crazyman Creek - tributary to Imnaha River|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
MAHOGC|522.308.083|Mahogany Creek, Imnaha River Basin|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
IMNAHW|522.308.084|Imnaha River Weir|Trap or Weir|Juvenile or adult fish trap or weir.|17060102|Imnaha|170601|Lower Snake
GUMBTC|522.308.086|Gumboot Creek, Imnaha River Basin|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
DRY2C|522.308.090|Dry Creek - tributary to Imnaha River|River|Entire river or stream.|17060102|Imnaha|170601|Lower Snake
PLAP|522.346|Pittsburg Landing Acclimation Facility|Acclimation Pond|Acclimation pond or facility.|17060101|Hells Canyon|170601|Lower Snake
HCDTAL|522.397|HCD - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17060101|Hells Canyon|170601|Lower Snake
HCD|522.397|Hells Canyon Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17060101|Hells Canyon|170601|Lower Snake
YAKIM1|539|Yakima River - mouth to Naches River (km 0-187)|River Segment|Rivers that extend through multiple 4th level HUCs are dvidied into segments at HUC boundaries.|17030003|Lower Yakima|170300|Yakima
YAKIM2|539|Yakima River - Naches River to headwaters (km 187-345)|River Segment|Rivers that extend through multiple 4th level HUCs are dvidied into segments at HUC boundaries.|17030001|Upper Yakima|170300|Yakima
